SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,2205 Horizon Pl,Burnsville,MN,55337,395000,3,4,Burnsville,2601,11456,1988,7,152,,https://www.redfin.com/MN/Burnsville/2205-Horizon-Pl-55337/home/50172651,NORTHSTARMLS,6148240,44.7859707,-93.2451242
MLS Listing,Single Family Residential,1457 143rd St,Rosemount,MN,55068,662600,4,3,Emerald Isle,2536,10454,2022,7,261,,https://www.redfin.com/MN/Rosemount/1457-143rd-St-E-55068/home/176210376,NORTHSTARMLS,6161667,44.7431657,-93.0818536
MLS Listing,Single Family Residential,13600 Carrakay Way,Rosemount,MN,55068,493805,3,4,Ardan Place,2242,9147,2022,7,220,,https://www.redfin.com/MN/Rosemount/13391-Ardroe-Ave-55068/home/176344279,NORTHSTARMLS,6161602,44.7618419,-93.0888872
MLS Listing,Single Family Residential,1313 143rd St,Rosemount,MN,55068,602300,4,3,Rosemount,2552,9147,2022,7,236,,https://www.redfin.com/MN/Rosemount/1313-143rd-St-W-55068/home/178537721,NORTHSTARMLS,6161556,44.74471564,-93.08172251
MLS Listing,Single Family Residential,23680 Main St,Hampton,MN,55031,325000,4,3,Hampton,1976,13068,1987,7,164,,https://www.redfin.com/MN/Hampton/23680-Main-St-55031/home/50724272,NORTHSTARMLS,6160907,44.6065504,-92.9974421
MLS Listing,Single Family Residential,517 8th St W,Hastings,MN,55033,199900,3,1,Hastings,1457,9931,1875,7,137,,https://www.redfin.com/MN/Hastings/517-8th-St-W-55033/home/50725010,NORTHSTARMLS,6156752,44.7381083,-92.8585287
MLS Listing,Townhouse,4773 Blaine Ave,Inver Grove Heights,MN,55076,250000,2,2,Inver Grove Heights,1590,,2003,7,157,300,https://www.redfin.com/MN/Inver-Grove-Heights/4773-Blaine-Ave-55076/unit-301/home/50098735,NORTHSTARMLS,6160983,44.879254,-93.0587503
MLS Listing,Single Family Residential,19969 Harrisburg Way,Lakeville,MN,55044,730995,4,3,Lakeville,2755,11674,2022,7,265,,https://www.redfin.com/MN/Lakeville/19969-Harrisburg-55044/home/171960777,NORTHSTARMLS,6159653,44.66029356,-93.22919211
MLS Listing,Townhouse,15963 Hyland Dr,Apple Valley,MN,55124,349900,3,3,Apple Valley,2242,2613,1997,7,156,220,https://www.redfin.com/MN/Apple-Valley/15963-Hyland-Dr-55124/home/50684949,NORTHSTARMLS,6161320,44.718154,-93.244484
MLS Listing,Single Family Residential,18172 Glanshaw Ave,Lakeville,MN,55044,535000,4,3,Lakeville,2420,9191,2018,7,221,56,https://www.redfin.com/MN/Lakeville/18172-Glanshaw-Ave-55044/home/113769406,NORTHSTARMLS,6153054,44.6859778,-93.214026
MLS Listing,Single Family Residential,2308 E 123rd St,Burnsville,MN,55337,390000,4,2,Burnsville,2192,11456,1977,7,178,,https://www.redfin.com/MN/Burnsville/2308-E-123rd-St-55337/home/50103656,NORTHSTARMLS,6161058,44.7803747,-93.2432585
MLS Listing,Single Family Residential,603 Quie Ln,Northfield,MN,55057,474900,3,3,Northfield,2415,16988,1996,7,197,,https://www.redfin.com/MN/Northfield/603-Quie-Ln-55057/home/50766540,NORTHSTARMLS,6160921,44.4751491,-93.1686119
MLS Listing,Single Family Residential,685 Shelerud Dr,Eagan,MN,55123,595000,6,3,Eagan,3362,12066,2004,8,177,,https://www.redfin.com/MN/Eagan/685-Shelerud-Dr-55123/home/50666044,NORTHSTARMLS,6141160,44.7887355,-93.1193617
MLS Listing,Condo/Co-op,1700 Four Oaks Rd #329,Eagan,MN,55121,149900,1,1,Eagan,780,,1979,8,192,242,https://www.redfin.com/MN/Eagan/1700-Four-Oaks-Rd-55121/unit-329/home/50707851,NORTHSTARMLS,6161089,44.8425826,-93.1834968
MLS Listing,Single Family Residential,1902 Ridge Ln,Hastings,MN,55033,357000,4,2,Hastings,1950,10759,1976,8,183,,https://www.redfin.com/MN/Hastings/1902-Ridge-Ln-55033/home/49924047,NORTHSTARMLS,6161070,44.7261327,-92.8667313
MLS Listing,Single Family Residential,4785 Beacon Hill Rd,Eagan,MN,55122,475000,4,2,Eagan,2368,15812,1981,8,201,,https://www.redfin.com/MN/Eagan/4785-Beacon-Hill-Rd-55122/home/50704412,NORTHSTARMLS,6161043,44.7838551,-93.1778286
MLS Listing,Single Family Residential,19365 Crocus Pl,Farmington,MN,55024,417990,3,3,North Creek,2033,8276,2022,8,206,36,https://www.redfin.com/MN/Farmington/19113-Colonial-Trl-55024/home/172755250,NORTHSTARMLS,6161014,44.67297,-93.140858
MLS Listing,Single Family Residential,19270 Euclid Path,Farmington,MN,55024,350000,4,2,Farmington,1884,11761,1988,8,186,,https://www.redfin.com/MN/Farmington/19270-Euclid-Path-55024/home/50721686,NORTHSTARMLS,6160828,44.6699819,-93.1785739
MLS Listing,Single Family Residential,13620 Carrakay Way,Rosemount,MN,55068,481805,4,2,Ardan Place,1988,9147,2022,8,242,,https://www.redfin.com/MN/Rosemount/13620-Carrakay-WAY-55068/home/178530013,NORTHSTARMLS,6157901,44.75186336,-93.0917644
MLS Listing,Townhouse,8744 Bechtel Ave #109,Inver Grove Heights,MN,55076,214900,2,2,Inver Grove Heights,1260,,1996,8,171,289,https://www.redfin.com/MN/Inver-Grove-Heights/8744-Bechtel-Ave-55076/unit-109/home/50730907,NORTHSTARMLS,6160849,44.82286,-93.043502
MLS Listing,Single Family Residential,18605 Harcourt Path,Lakeville,MN,55044,484515,4,4,The Grove at Avonlea,1870,8712,2022,8,259,64,https://www.redfin.com/MN/Lakeville/18605-Harcourt-Path-55044/home/178529325,NORTHSTARMLS,6160572,44.6792578,-93.229234
MLS Listing,Single Family Residential,3671 250th St W,Farmington,MN,55024,1600000,5,4,Farmington,4530,871200,1970,8,353,,https://www.redfin.com/MN/Farmington/3671-250th-St-W-55024/home/50702999,NORTHSTARMLS,6160637,44.5876159,-93.1402277
MLS Listing,Single Family Residential,6755 Blaine Ave,Inver Grove Heights,MN,55076,370000,4,2,Inver Grove Heights,1792,35283,1963,8,206,,https://www.redfin.com/MN/Inver-Grove-Heights/6755-Blaine-Ave-E-55076/home/50728933,NORTHSTARMLS,6155868,44.8514045,-93.0553898
MLS Listing,Townhouse,5469 Bryce Ave,Inver Grove Heights,MN,55076,245000,3,2,Inver Grove Heights,1495,2003,2004,8,164,219,https://www.redfin.com/MN/Inver-Grove-Heights/5469-Bryce-Ave-55076/home/50669278,NORTHSTARMLS,6158976,44.867996,-93.0472
MLS Listing,Townhouse,15868 Freedom Ln,Apple Valley,MN,55124,339900,3,3,Apple Valley,1686,1437,2004,8,202,254,https://www.redfin.com/MN/Apple-Valley/15868-Freedom-Ln-55124/home/50665762,NORTHSTARMLS,6160652,44.718917,-93.206071
MLS Listing,Single Family Residential,18080 Gleaming Path,Lakeville,MN,55044,505135,4,3,The Grove at Avonlea,2328,8712,2022,9,217,64,https://www.redfin.com/MN/Lakeville/18080-Gleaming-Path-55044/home/113769374,NORTHSTARMLS,6160571,44.6879396,-93.2198357
MLS Listing,Townhouse,16150 Eagleview Dr,Lakeville,MN,55044,534100,2,3,Spirit of Brandtjen Farm,2045,1306,2022,9,261,492,https://www.redfin.com/MN/Lakeville/16150-Eagleview-Dr-55044/home/172759755,NORTHSTARMLS,6160562,44.715218,-93.1677196
MLS Listing,Townhouse,20117 Geneva Trl,Lakeville,MN,55044,541720,3,2,Cedar Hills,1930,4791,2021,9,281,130,https://www.redfin.com/MN/Lakeville/20117-Geneva-Trl-55044/home/175552349,NORTHSTARMLS,6160536,44.6589,-93.2157
MLS Listing,Single Family Residential,206 Stanley St,West Saint Paul,MN,55118,249999,3,2,West Saint Paul,1043,9975,1936,9,240,,https://www.redfin.com/MN/St-Paul/206-Stanley-St-55118/home/50762475,NORTHSTARMLS,6140869,44.9131034,-93.0766195
MLS Listing,Single Family Residential,5590 Upper 179th St W,Lakeville,MN,55044,579200,4,3,Knob Hill,2552,8407,2022,10,227,,https://www.redfin.com/MN/Lakeville/5590-Upper-179th-ST-W-55044/home/172867319,NORTHSTARMLS,6160456,44.68884814,-93.17836786
MLS Listing,Single Family Residential,20360 Gateway Dr W,Lakeville,MN,55044,598795,4,3,Cedar Hills,2355,10018,2021,10,254,50,https://www.redfin.com/MN/Lakeville/20360-Gateway-Dr-55044/home/178522029,NORTHSTARMLS,6160474,44.6589,-93.2157
MLS Listing,Single Family Residential,17865 Evershed Way,Lakeville,MN,55044,699400,5,4,Knob Hill,3310,8712,2022,10,211,,https://www.redfin.com/MN/Lakeville/17865-Evershed-Way-55044/home/178522022,NORTHSTARMLS,6158869,44.6913659,-93.1850277
MLS Listing,Single Family Residential,17971 Hawksbill Dr,Lakeville,MN,55044,642900,5,4,Summer's Creek,3296,11325,2022,10,195,,https://www.redfin.com/MN/Lakeville/17971-Hawksbill-Dr-55044/home/178521930,NORTHSTARMLS,6160463,44.6897823,-93.2300103
MLS Listing,Single Family Residential,17948 Eclipse Ave,Lakeville,MN,55044,609100,5,4,Lakeville,3296,9278,2022,10,185,,https://www.redfin.com/MN/Lakeville/17948-Eclipse-Ave-Unknown/home/178521879,NORTHSTARMLS,6159739,44.689031,-93.1692304
MLS Listing,Single Family Residential,17967 Hawksbill Dr,Lakeville,MN,55044,624999,5,4,Summer's Creek,2910,9626,2022,10,215,,https://www.redfin.com/MN/Lakeville/17967-Hawksbill-Dr-55044/home/178521870,NORTHSTARMLS,6160446,44.6899692,-93.2299754
MLS Listing,Single Family Residential,7388 204th St W,Lakeville,MN,55044,559970,4,3,Cedar Hills,2271,11325,2021,10,247,50,https://www.redfin.com/MN/Lakeville/7388-204th-St-W-55044/home/178521712,NORTHSTARMLS,6160401,44.6589,-93.2157
MLS Listing,Single Family Residential,13645 Danube Ln,Rosemount,MN,55068,652000,6,4,Rosemount,3370,14984,1991,11,193,5,https://www.redfin.com/MN/Rosemount/13645-Danube-Ln-55068/home/50753276,NORTHSTARMLS,6160301,44.7514348,-93.1511834
MLS Listing,Single Family Residential,8212 198th St W,Lakeville,MN,55044,769900,5,4,Berres Ridge,3999,13068,2022,11,193,,https://www.redfin.com/MN/Lakeville/8212-198th-St-W-55044/home/178493601,NORTHSTARMLS,6160238,44.6633652,-93.232005
MLS Listing,Single Family Residential,241 Pinewood Dr,Apple Valley,MN,55124,299900,3,2,Apple Valley,2024,14374,1965,11,148,,https://www.redfin.com/MN/Apple-Valley/241-Pinewood-Dr-55124/home/50679553,NORTHSTARMLS,6160160,44.7378747,-93.2403914
MLS Listing,Single Family Residential,12570 Arklow Ave,Rosemount,MN,55068,734735,4,4,Meadow Ridge,3194,10454,2022,11,230,13,https://www.redfin.com/MN/Rosemount/12713-Amiens-Ave-55068/home/172761958,NORTHSTARMLS,6160169,44.7639052,-93.0865178
MLS Listing,Single Family Residential,14194 Garland Ave,Apple Valley,MN,55124,400000,4,2,Apple Valley,1903,15071,1969,11,210,,https://www.redfin.com/MN/Apple-Valley/14194-Garland-Ave-55124/home/49971476,NORTHSTARMLS,6159975,44.7439497,-93.2098653
MLS Listing,Single Family Residential,17901 Hayes Ave,Lakeville,MN,55044,674900,4,3,Summer's Creek,2688,15115,2022,11,251,,https://www.redfin.com/MN/Lakeville/17901-Hayes-Ave-55044/home/178490857,NORTHSTARMLS,6159974,44.691262,-93.2324162
MLS Listing,Single Family Residential,13678 Applewood Trl,Rosemount,MN,55068,488830,3,2,Caramore Crossing,1485,11325,2022,11,329,165,https://www.redfin.com/MN/Rosemount/13678-Applewood-TRL-55068/home/178490361,NORTHSTARMLS,6159650,44.75510462,-93.08662589
MLS Listing,Townhouse,16418 Elm Creek Ln #4027,Lakeville,MN,55044,295000,3,3,Lakeville,1420,,2007,11,208,250,https://www.redfin.com/MN/Lakeville/16418-Elm-Creek-Ln-55044/unit-04027/home/49919196,NORTHSTARMLS,6159425,44.712671,-93.177891
MLS Listing,Single Family Residential,5525 Annette Ave,Inver Grove Heights,MN,55077,410000,4,3,Inver Grove Heights,2252,11325,1973,12,182,,https://www.redfin.com/MN/Inver-Grove-Heights/5525-Annette-Ave-E-55077/home/50729591,NORTHSTARMLS,6159631,44.8688205,-93.0757388
MLS Listing,Single Family Residential,8630 Crismon Way,Inver Grove Heights,MN,55076,850000,5,5,Inver Grove Heights,4393,20691,2013,12,193,,https://www.redfin.com/MN/Inver-Grove-Heights/8630-Crismon-Way-55076/home/50176051,NORTHSTARMLS,6120673,44.8253502,-93.0221649
MLS Listing,Townhouse,13868 Kaylemore Trl,Rosemount,MN,55068,382250,3,3,Ardan Place,1894,1690,2022,12,202,235,https://www.redfin.com/MN/Rosemount/13868-Kaylemore-TRL-55068/home/178479816,NORTHSTARMLS,6159634,44.75237217,-93.09053522
MLS Listing,Single Family Residential,16396 Duluth Trl,Lakeville,MN,55044,1096215,5,5,Spirit of Brandtjen Farm,5341,12196,2022,12,205,95,https://www.redfin.com/MN/Lakeville/16396-Duluth-Trl-55044/home/175552652,NORTHSTARMLS,6159566,44.7111394,-93.1602704
MLS Listing,Condo/Co-op,14575 Burma Ave W #105,Rosemount,MN,55068,215000,2,2,Rosemount,1270,,1988,12,169,351,https://www.redfin.com/MN/Rosemount/14575-Burma-Ave-W-55068/unit-105/home/50754404,NORTHSTARMLS,6159508,44.7383641,-93.124975
MLS Listing,Townhouse,13852 Kaylemore Trl,Rosemount,MN,55068,397750,3,3,Ardan Place,1894,2178,2022,12,210,235,https://www.redfin.com/MN/Rosemount/13852-Kaylemore-TRL-55068/home/178479541,NORTHSTARMLS,6159581,44.75237217,-93.09053522
MLS Listing,Single Family Residential,22996 Nicolai Ave,Hastings,MN,55033,662000,3,4,Hastings,2427,68040,1959,12,273,,https://www.redfin.com/MN/Hastings/22996-Nicolai-Ave-55033/home/50001858,NORTHSTARMLS,6159548,44.6155061,-92.8122624
MLS Listing,Single Family Residential,2082 Emerald Ln,Eagan,MN,55122,346000,3,1,Eagan,1218,9147,1959,12,284,,https://www.redfin.com/MN/Eagan/2082-Emerald-Ln-55122/home/50171693,NORTHSTARMLS,6159487,44.8080271,-93.2128288
MLS Listing,Single Family Residential,20045 Rhoda Ave,Welch,MN,55089,750000,3,3,Welch,2539,645559,1986,12,295,,https://www.redfin.com/MN/Welch/20045-Rhoda-Ave-55089/home/50751845,NORTHSTARMLS,6158191,44.658677,-92.740701
MLS Listing,Single Family Residential,113 Shoshoni Trl,Apple Valley,MN,55124,427000,4,2,Apple Valley,2145,17424,1970,12,199,,https://www.redfin.com/MN/Apple-Valley/113-Shoshoni-Trl-55124/home/50149665,NORTHSTARMLS,6159300,44.7655697,-93.2339901
MLS Listing,Single Family Residential,12800 Country View Ln,Burnsville,MN,55337,435000,5,3,Burnsville,1938,12675,1975,12,224,,https://www.redfin.com/MN/Burnsville/12800-Country-View-Ln-55337/home/49940914,NORTHSTARMLS,6159250,44.7716159,-93.2510162
MLS Listing,Single Family Residential,269 Edgewood Ln,West Saint Paul,MN,55118,1685000,4,5,West Saint Paul,5412,24480,2018,13,311,,https://www.redfin.com/MN/West-St-Paul/269-Edgewood-Ln-55118/home/145319572,NORTHSTARMLS,6112742,44.8880648,-93.0967312
MLS Listing,Single Family Residential,17918 Eclipse Ave,Lakeville,MN,55044,556050,4,3,Pheasant Run,2160,8407,2022,13,257,,https://www.redfin.com/MN/Lakeville/17918-Eclipse-Ave-Unknown/home/178468588,NORTHSTARMLS,6159049,44.689031,-93.1692304
MLS Listing,Single Family Residential,5805 178th St W,Lakeville,MN,55044,533000,4,3,Knob Hill,2186,8712,2022,13,244,,https://www.redfin.com/MN/Lakeville/5805-178th-ST-W-55044/home/178468032,NORTHSTARMLS,6158968,44.69189183,-93.18303668
MLS Listing,Single Family Residential,5745 Upper 179th St W,Lakeville,MN,55044,616900,4,3,Knob Hill,2688,10193,2022,13,230,,https://www.redfin.com/MN/Lakeville/5745-Upper-179th-ST-W-55044/home/171040974,NORTHSTARMLS,6158991,44.6896681,-93.18350698
MLS Listing,Single Family Residential,689 Mcfaddens Trl,Eagan,MN,55123,649500,5,4,Eagan,3470,14549,2002,13,187,,https://www.redfin.com/MN/Eagan/689-McFaddens-Trl-55123/home/50770584,NORTHSTARMLS,6157696,44.7862585,-93.1196947
MLS Listing,Single Family Residential,16836 Jonquil Trl,Lakeville,MN,55044,430000,3,2,Lakeville,2433,8668,1987,14,177,,https://www.redfin.com/MN/Lakeville/16836-Jonquil-Trl-55044/home/50010512,NORTHSTARMLS,6158679,44.7033792,-93.2798582
MLS Listing,Single Family Residential,18528 Hexham Ln,Lakeville,MN,55044,569000,4,3,Lakeville,2202,12632,2022,14,258,,https://www.redfin.com/MN/Lakeville/18528-Hexham-Way-55044/home/178454997,NORTHSTARMLS,6158548,44.6617724,-93.2341122
MLS Listing,Single Family Residential,13541 Carrakay Way,Rosemount,MN,55068,469295,3,2,Oneka Place,1866,13503,2022,14,251,,https://www.redfin.com/MN/Rosemount/13541-Carrakay-WAY-55068/home/178453694,NORTHSTARMLS,6158004,44.75293459,-93.09117781
MLS Listing,Single Family Residential,5748 178th St W,Lakeville,MN,55024,576793,5,3,Knob Hill,2735,12632,2022,14,211,,https://www.redfin.com/MN/Farmington/5748-178th-St-W-55024/home/178453208,NORTHSTARMLS,6158386,44.6912872,-93.1881513
MLS Listing,Townhouse,7629 Carla Path,Inver Grove Heights,MN,55076,387660,3,3,South Grove,1932,1320,2022,14,201,208,https://www.redfin.com/MN/INVER-GROVE/7629-Carla-PATH-55076/home/178289550,NORTHSTARMLS,6158027,44.838845,-93.034345
MLS Listing,Townhouse,7625 Carla Path,Inver Grove Heights,MN,55076,397335,3,3,South Grove,2082,1320,2021,14,191,208,https://www.redfin.com/MN/INVER-GROVE/7625-Carla-PATH-55076/home/178320827,NORTHSTARMLS,6158274,44.838845,-93.034345
MLS Listing,Single Family Residential,14221 Aspen Ave,Rosemount,MN,55068,655832,4,4,Emerald Isle,3085,9365,2021,14,213,,https://www.redfin.com/MN/Rosemount/14221-Aspen-AVE-55068/home/177050079,NORTHSTARMLS,6158176,44.74390722,-93.07984752
MLS Listing,Single Family Residential,7698 204th St W,Lakeville,MN,55044,715414,5,4,Aspen Grove,3777,8712,2021,14,189,,https://www.redfin.com/MN/Lakeville/7698-204th-St-W-55044/home/173443855,NORTHSTARMLS,6158175,44.6525927,-93.2240593
MLS Listing,Condo/Co-op,2103 Silver Bell Rd #216,Eagan,MN,55122,220000,1,2,Eagan,1065,,2005,15,207,341,https://www.redfin.com/MN/Eagan/2103-Silver-Bell-Rd-55122/unit-216/home/49962064,NORTHSTARMLS,6158005,44.8214987,-93.2125736
MLS Listing,Single Family Residential,17858 Hamburg Ave,Lakeville,MN,55044,504000,2,2,Lakeville,1634,4356,2022,15,308,160,https://www.redfin.com/MN/Lakeville/17858-Hamburg-Ave-55044/home/172759924,NORTHSTARMLS,6157827,44.691936,-93.2254415
MLS Listing,Single Family Residential,6715 290th St W,Northfield,MN,55057,875000,5,4,Northfield,4910,217800,2000,15,178,,https://www.redfin.com/MN/Northfield/6715-290th-St-W-55057/home/50029216,NORTHSTARMLS,6157557,44.530011,-93.202395
MLS Listing,Townhouse,18114 Garland Path,Lakeville,MN,55044,440010,3,3,Lakeville,2069,3049,2022,16,213,185,https://www.redfin.com/MN/Lakeville/18114-Garland-PATH-55044/home/178429980,NORTHSTARMLS,6157437,44.68791549,-93.20758961
MLS Listing,Single Family Residential,5903 178th St,Lakeville,MN,55044,572700,3,3,Lakeville,2785,9147,2022,17,206,,https://www.redfin.com/MN/Lakeville/5903-178th-ST-55044/home/178438738,NORTHSTARMLS,6157372,44.69183756,-93.18716225
MLS Listing,Townhouse,4646 Blaylock Way #3502,Inver Grove Heights,MN,55076,314900,4,3,Inver Grove Heights,1874,,2004,19,168,309,https://www.redfin.com/MN/Inver-Grove-Heights/4646-Blaylock-Way-55076/unit-3502/home/50671499,NORTHSTARMLS,6149828,44.881936,-93.058195
MLS Listing,Single Family Residential,1017 3rd St W,Hastings,MN,55033,299900,4,2,Hastings,1856,9583,1961,19,162,,https://www.redfin.com/MN/Hastings/1017-3rd-St-W-55033/home/50724601,NORTHSTARMLS,6155407,44.7430583,-92.8706285
MLS Listing,Condo/Co-op,12848 Nicollet Ave #102,Burnsville,MN,55337,94900,1,1,Burnsville,650,,1970,19,146,328,https://www.redfin.com/MN/Burnsville/12848-Nicollet-Ave-55337/unit-102/home/50690042,NORTHSTARMLS,6156684,44.7690896,-93.280206
MLS Listing,Single Family Residential,13299 Bronze Pkwy,Rosemount,MN,55068,490000,4,3,Rosemount,2854,9147,2010,19,172,45,https://www.redfin.com/MN/Rosemount/13299-Bronze-Pkwy-55068/home/50018843,NORTHSTARMLS,6156558,44.7553476,-93.1225547
MLS Listing,Single Family Residential,1064 Humboldt Ave,West Saint Paul,MN,55118,369900,5,2,West Saint Paul,2300,8712,1873,19,161,,https://www.redfin.com/MN/West-St-Paul/1064-Humboldt-Ave-55118/home/50765172,NORTHSTARMLS,6156424,44.9142501,-93.0848204
MLS Listing,Townhouse,695 E Burnsville Pkwy #19,Burnsville,MN,55337,235000,3,2,Burnsville,1004,,1978,19,234,304,https://www.redfin.com/MN/Burnsville/695-E-Burnsville-Pkwy-55337/unit-19/home/49888853,NORTHSTARMLS,6156465,44.775524,-93.2653684
MLS Listing,Townhouse,20870 Goodhue Way,Lakeville,MN,55044,475000,3,3,Lakeville,2356,4748,2016,19,202,185,https://www.redfin.com/MN/Lakeville/20870-Goodhue-Way-55044/home/109277438,NORTHSTARMLS,6153098,44.6472356,-93.2204639
MLS Listing,Single Family Residential,13633 Washburn Ave S,Burnsville,MN,55337,357000,3,2,Burnsville,1093,16552,1963,19,327,,https://www.redfin.com/MN/Burnsville/13633-Washburn-Ave-S-55337/home/50063333,NORTHSTARMLS,6156431,44.7548427,-93.3161312
MLS Listing,Townhouse,14560 Twin Lakes Cir,Burnsville,MN,55306,415000,3,3,The Reserve at Twin Lakes,1877,1650,2022,19,221,220,https://www.redfin.com/MN/Burnsville/14560-Twin-Lakes-Cir-55306/home/177587825,NORTHSTARMLS,6156432,44.7379058,-93.2811319
MLS Listing,Townhouse,14564 Twin Lakes Cir,Burnsville,MN,55306,440000,3,3,The Reserve at Twin Lakes,1831,2068,2022,19,240,220,https://www.redfin.com/MN/Burnsville/14564-Twin-Lakes-Cir-55306/home/177587820,NORTHSTARMLS,6156428,44.737843,-93.2811451
MLS Listing,Townhouse,14572 Twin Lakes Cir,Burnsville,MN,55306,415000,3,3,The Reserve at Twin Lakes,1877,1650,2022,19,221,220,https://www.redfin.com/MN/Burnsville/14572-Twin-Lakes-Cir-55306/home/177587826,NORTHSTARMLS,6156426,44.7378862,-93.2806719
MLS Listing,Townhouse,14576 Twin Lakes Cir,Burnsville,MN,55306,440000,3,3,The Reserve at Twin Lakes,1831,2068,2022,19,240,220,https://www.redfin.com/MN/Burnsville/14576-Twin-Lakes-Cir-55306/home/177587823,NORTHSTARMLS,6156420,44.7378822,-93.28058
MLS Listing,Single Family Residential,16529 Joplin Path,Lakeville,MN,55044,425000,4,2,Lakeville,1760,8581,1989,19,241,,https://www.redfin.com/MN/Lakeville/16529-Joplin-Path-55044/home/50744640,NORTHSTARMLS,6156419,44.7093269,-93.2786987
MLS Listing,Townhouse,14592 Twin Lakes Cir,Burnsville,MN,55306,445000,3,3,The Reserve at Twin Lakes,1831,2068,2022,19,243,220,https://www.redfin.com/MN/Burnsville/14592-Twin-Lakes-Cir-55306/home/177587822,NORTHSTARMLS,6156417,44.7378715,-93.2802023
MLS Listing,Townhouse,1205 Hawthorne Ct,Northfield,MN,55057,235000,3,2,Northfield,1403,1742,2000,19,167,237,https://www.redfin.com/MN/Northfield/1205-Hawthorne-Ct-55057/home/50766699,NORTHSTARMLS,6154177,44.472257,-93.179819
MLS Listing,Townhouse,14600 Twin Lakes Cir,Burnsville,MN,55306,410000,3,3,The Reserve at Twin Lakes,1877,1650,2021,19,218,220,https://www.redfin.com/MN/Burnsville/14600-Twin-Lakes-Cir-55306/home/176360585,NORTHSTARMLS,6156414,44.7378642,-93.2800024
MLS Listing,Townhouse,18353 Gladden Ln,Lakeville,MN,55044,440000,3,3,Lakeville,1800,1785,2019,19,244,197,https://www.redfin.com/MN/Lakeville/18353-Gladden-Ln-55044/home/145319097,NORTHSTARMLS,6156391,44.6830657,-93.2195125
MLS Listing,Single Family Residential,13590 Blackbird Way,Rosemount,MN,55068,564500,4,3,Rosemount,2373,7881,2022,19,238,,https://www.redfin.com/MN/Rosemount/13590-Blackbird-WAY-55068/home/178417693,NORTHSTARMLS,6156251,44.75189461,-93.1110577
MLS Listing,Multi-Family (2-4 Unit),3XX South Street W St W Unit A,South Saint Paul,MN,55075,349000,2,2,South Street Flats,1158,3920,2022,19,301,210,https://www.redfin.com/MN/South-St-Paul/3XX-South-Street-W-ST-W-55075/unit-A/home/178417511,NORTHSTARMLS,6156204,44.86560472,-93.03878616
MLS Listing,Townhouse,4704 Anne Pt,Eagan,MN,55122,250000,2,2,Eagan,1112,3179,1980,20,225,210,https://www.redfin.com/MN/Eagan/4704-Anne-Pt-55122/home/50714732,NORTHSTARMLS,6156199,44.786297,-93.188359
MLS Listing,Single Family Residential,18157 Greyhaven Path,Lakeville,MN,55044,499000,4,3,Lakeville,1918,8842,2018,20,260,64,https://www.redfin.com/MN/Lakeville/18157-Greyhaven-Path-55044/home/113769253,NORTHSTARMLS,6156312,44.6867546,-93.2254892
MLS Listing,Single Family Residential,20595 Roe Ave,Welch,MN,55089,499000,2,2,Welch,1612,238403,1980,20,310,,https://www.redfin.com/MN/Welch/20595-Roe-Ave-55089/home/50751859,NORTHSTARMLS,6155047,44.649685,-92.738521
MLS Listing,Single Family Residential,5889 178th St W,Lakeville,MN,55024,559900,3,3,Lakeville,2331,8276,2022,20,240,,https://www.redfin.com/MN/Farmington/5889-178th-St-W-55024/home/178414662,NORTHSTARMLS,6156277,44.6916853,-93.1876731
MLS Listing,Single Family Residential,1770 Dodd Rd,Mendota Heights,MN,55118,1599500,4,3,Mendota Heights,4007,33541,2022,20,399,,https://www.redfin.com/MN/Mendota-Heights/1770-Dodd-Rd-55118/home/50747115,NORTHSTARMLS,6156239,44.8918733,-93.119205
MLS Listing,Single Family Residential,1019 Smith Ave S,West Saint Paul,MN,55118,309000,3,2,West Saint Paul,1485,6534,1932,20,208,,https://www.redfin.com/MN/West-St-Paul/1019-Smith-Ave-S-55118/home/50763024,NORTHSTARMLS,6156081,44.9154055,-93.1021076
MLS Listing,Single Family Residential,19774 Henning Ave,Lakeville,MN,55044,835900,5,5,Lakeville,4801,12196,2022,20,174,,https://www.redfin.com/MN/Lakeville/19774-Henning-Ave-55044/home/178412581,NORTHSTARMLS,6155996,44.6640107,-93.2327123
MLS Listing,Single Family Residential,17879 Hamburg Ave,Lakeville,MN,55044,584000,4,3,Lakeville,2545,4486,2021,21,229,160,https://www.redfin.com/MN/Lakeville/17879-Hamburg-Ave-55044/home/172759961,NORTHSTARMLS,6155637,44.6926676,-93.2262744
MLS Listing,Single Family Residential,778 Summerbrooke Ct,Eagan,MN,55123,724900,4,3,Eagan,2407,8712,2022,22,301,,https://www.redfin.com/MN/Eagan/778-Summerbrooke-Ct-55123/home/170460764,NORTHSTARMLS,6155028,44.8050078,-93.1250935
